employee_id,department,job_title,annual_salary,overtime_flag,employment_status,employment_type,fte,start_date,termination_date,base_rate,age,gender,marital_status,total_working_years,years_at_company
574,Research & Development,Manufacturing Director,60840,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,30.79,47,Female,Divorced,20,5
575,Research & Development,Research Director,214332,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,108.47,46,Male,Married,26,3
577,Research & Development,Laboratory Technician,50760,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,25.69,35,Male,Single,6,5
578,Research & Development,Laboratory Technician,45360,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,22.96,54,Female,Single,19,1
579,Research & Development,Research Scientist,33216,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,16.81,34,Male,Divorced,14,7
580,Sales,Sales Executive,108852,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,55.09,46,Female,Married,15,3
581,Research & Development,Manufacturing Director,127776,No,ACTIVE,FULL_TIME,1.0,2011-01-04,,64.66,31,Male,Divorced,13,13
582,Research & Development,Manager,163320,Yes,TERMINATED,FULL_TIME,1.0,2017-01-02,2025-12-31,82.65,33,Male,Married,15,7
584,Research & Development,Laboratory Technician,40896,No,TERMINATED,FULL_TIME,1.0,2020-01-02,2025-12-31,20.7,33,Male,Divorced,8,4
585,Sales,Sales Representative,35796,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,18.12,30,Male,Single,4,3
586,Research & Development,Healthcare Representative,91584,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,46.35,35,Male,Married,10,8
587,Research & Development,Healthcare Representative,117888,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,59.66,31,Male,Married,12,1
590,Human Resources,Human Resources,119400,Yes,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,60.43,34,Female,Divorced,11,3
591,Research & Development,Laboratory Technician,25116,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,12.71,42,Male,Married,8,2
592,Sales,Sales Executive,119760,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,60.61,36,Male,Single,10,10
593,Research & Development,Laboratory Technician,46728,No,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,23.65,22,Male,Single,4,2
595,Sales,Sales Executive,48612,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,24.6,48,Female,Married,14,9
597,Sales,Manager,202020,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,102.24,55,Female,Single,37,10
599,Sales,Sales Executive,74760,No,ACTIVE,FULL_TIME,1.0,2010-01-04,,37.83,41,Male,Single,16,14
600,Sales,Sales Executive,56604,No,ACTIVE,FULL_TIME,1.0,2013-01-03,,28.65,35,Male,Married,15,11
601,Research & Development,Manufacturing Director,158844,No,ACTIVE,FULL_TIME,1.0,2004-01-06,,80.39,40,Female,Single,22,20
602,Research & Development,Laboratory Technician,45060,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,22.8,39,Female,Married,8,8
604,Sales,Sales Executive,78984,Yes,ACTIVE,FULL_TIME,1.0,2018-01-02,,39.97,31,Male,Single,10,6
605,Research & Development,Manufacturing Director,88872,Yes,ACTIVE,FULL_TIME,1.0,2014-01-03,,44.98,42,Male,Married,10,10
606,Sales,Sales Executive,57660,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,29.18,45,Male,Married,9,8
608,Human Resources,Human Resources,32892,Yes,TERMINATED,FULL_TIME,1.0,2017-01-02,2025-12-31,16.65,26,Female,Divorced,8,7
611,Research & Development,Manufacturing Director,51144,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,25.88,29,Male,Divorced,8,3
612,Research & Development,Research Director,194208,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,98.28,33,Female,Divorced,10,6
613,Sales,Manager,138684,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,70.18,31,Male,Divorced,10,5
614,Sales,Sales Representative,22536,Yes,TERMINATED,FULL_TIME,1.0,2024-01-01,2025-12-31,11.4,18,Male,Single,0,0
615,Sales,Sales Executive,131184,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,66.39,40,Male,Divorced,20,1
616,Research & Development,Healthcare Representative,81732,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,41.36,41,Female,Single,10,8
618,Sales,Sales Executive,51672,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,26.15,26,Male,Divorced,8,0
620,Sales,Sales Executive,58308,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,29.51,35,Female,Single,5,5
621,Sales,Sales Executive,64044,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,32.41,34,Male,Single,10,10
622,Research & Development,Laboratory Technician,28080,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,14.21,26,Male,Single,1,1
623,Research & Development,Manufacturing Director,89892,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,45.49,37,Female,Single,12,6
624,Research & Development,Healthcare Representative,126324,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,63.93,46,Female,Married,28,2
625,Sales,Manager,199140,No,ACTIVE,FULL_TIME,1.0,2006-01-05,,100.78,41,Female,Married,22,18
626,Sales,Sales Executive,106008,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,53.65,37,Male,Divorced,9,9
630,Research & Development,Research Scientist,66924,Yes,ACTIVE,FULL_TIME,1.0,2014-01-03,,33.87,52,Male,Divorced,18,10
631,Sales,Sales Executive,56484,No,TERMINATED,FULL_TIME,1.0,2020-01-02,2025-12-31,28.59,32,Male,Married,6,4
632,Sales,Sales Representative,28800,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,14.57,24,Male,Married,3,2
634,Research & Development,Healthcare Representative,117888,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,59.66,38,Female,Married,18,1
635,Research & Development,Manufacturing Director,77364,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,39.15,37,Female,Married,8,6
638,Research & Development,Research Director,234024,Yes,ACTIVE,FULL_TIME,1.0,1993-01-08,,118.43,49,Male,Divorced,31,31
639,Research & Development,Research Scientist,32700,Yes,ACTIVE,FULL_TIME,1.0,2018-01-02,,16.55,24,Male,Married,6,6
641,Sales,Sales Executive,75264,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,38.09,26,Male,Married,6,5
643,Research & Development,Laboratory Technician,25524,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,12.92,24,Male,Married,1,1
644,Human Resources,Manager,218400,No,ACTIVE,FULL_TIME,1.0,1992-01-09,,110.53,50,Male,Married,32,32
645,Sales,Sales Representative,25152,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,12.73,25,Male,Married,7,7
647,Research & Development,Laboratory Technician,34632,Yes,TERMINATED,FULL_TIME,1.0,2018-01-02,2025-12-31,17.53,24,Female,Married,6,6
648,Sales,Sales Representative,24396,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,12.35,30,Male,Married,1,1
649,Research & Development,Research Scientist,43464,Yes,ACTIVE,FULL_TIME,1.0,2018-01-02,,22.0,34,Male,Married,6,6
650,Sales,Sales Executive,50796,No,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,25.71,31,Male,Divorced,9,3
652,Research & Development,Laboratory Technician,44172,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,22.35,35,Male,Single,9,3
653,Sales,Sales Executive,65520,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,33.16,31,Male,Divorced,13,7
655,Research & Development,Research Scientist,26244,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,13.28,27,Female,Divorced,6,5
656,Sales,Sales Executive,115224,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,58.31,37,Male,Married,17,3
657,Research & Development,Research Scientist,34032,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,17.22,20,Female,Single,1,1
659,Research & Development,Healthcare Representative,49068,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,24.83,42,Female,Married,10,10
661,Research & Development,Research Director,199524,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,100.97,43,Male,Divorced,21,1
662,Research & Development,Research Scientist,31428,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,15.9,38,Female,Single,8,0
663,Research & Development,Laboratory Technician,68148,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,34.49,43,Male,Divorced,10,8
664,Research & Development,Manager,184824,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,93.53,48,Female,Married,21,3
665,Human Resources,Human Resources,71820,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,36.35,44,Female,Single,10,2
666,Sales,Sales Representative,30948,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,15.66,34,Female,Divorced,8,8
667,Sales,Sales Representative,36492,No,TERMINATED,FULL_TIME,1.0,2020-01-02,2025-12-31,18.47,27,Male,Divorced,5,4
669,Sales,Sales Representative,41364,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,20.93,21,Male,Single,3,3
671,Research & Development,Manager,234156,Yes,ACTIVE,FULL_TIME,1.0,2022-01-01,,118.5,44,Male,Married,26,2
675,Research & Development,Research Scientist,33276,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,16.84,22,Male,Married,3,2
677,Sales,Sales Executive,85248,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,43.14,33,Male,Divorced,6,5
679,Research & Development,Research Scientist,75864,Yes,ACTIVE,FULL_TIME,1.0,2018-01-02,,38.39,32,Female,Married,6,6
680,Research & Development,Research Scientist,24996,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,12.65,30,Female,Divorced,1,1
682,Sales,Sales Executive,100572,No,ACTIVE,FULL_TIME,1.0,2010-01-04,,50.9,53,Female,Single,18,14
683,Research & Development,Research Scientist,32292,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,16.34,34,Male,Married,10,10
684,Sales,Sales Executive,51432,No,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,26.03,45,Female,Married,5,1
686,Research & Development,Laboratory Technician,31908,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,16.15,26,Female,Married,3,3
689,Research & Development,Manufacturing Director,113208,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,57.29,37,Male,Married,10,10
690,Sales,Sales Executive,66732,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,33.77,29,Female,Married,6,6
691,Research & Development,Research Scientist,79752,No,ACTIVE,FULL_TIME,1.0,2007-01-05,,40.36,35,Male,Single,17,17
692,Research & Development,Healthcare Representative,92700,No,ACTIVE,FULL_TIME,1.0,2011-01-04,,46.91,33,Male,Divorced,15,13
698,Human Resources,Human Resources,128700,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,65.13,54,Male,Married,16,9
699,Research & Development,Manufacturing Director,106164,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,53.73,36,Male,Divorced,13,3
700,Research & Development,Research Scientist,24540,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,12.42,27,Male,Single,5,4
701,Research & Development,Research Scientist,12108,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,6.13,20,Male,Single,1,1
702,Research & Development,Research Scientist,40176,Yes,TERMINATED,FULL_TIME,1.0,2014-01-03,2025-12-31,20.33,33,Male,Single,10,10
704,Research & Development,Laboratory Technician,15372,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,7.78,35,Male,Married,1,1
705,Research & Development,Research Scientist,33828,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,17.12,23,Male,Married,5,3
707,Sales,Sales Executive,58212,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,29.46,25,Male,Married,4,3
709,Sales,Sales Executive,48336,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,24.46,38,Female,Single,8,7
710,Research & Development,Research Scientist,32640,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,16.52,29,Male,Divorced,10,10
712,Sales,Sales Executive,97440,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,49.31,48,Male,Married,12,2
714,Sales,Sales Executive,55764,Yes,ACTIVE,FULL_TIME,1.0,2018-01-02,,28.22,27,Female,Divorced,6,6
715,Research & Development,Research Scientist,56160,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,28.42,37,Male,Single,4,1
716,Research & Development,Laboratory Technician,38652,Yes,ACTIVE,FULL_TIME,1.0,2004-01-06,,19.56,50,Male,Married,20,20
717,Research & Development,Healthcare Representative,103452,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,52.35,34,Female,Single,9,8
720,Sales,Sales Executive,54924,No,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,27.8,24,Female,Single,4,2
721,Research & Development,Healthcare Representative,54636,No,ACTIVE,FULL_TIME,1.0,2004-01-06,,27.65,39,Female,Single,20,20
722,Sales,Sales Executive,64752,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,32.77,32,Male,Single,10,10
723,Sales,Sales Executive,81552,Yes,TERMINATED,FULL_TIME,1.0,2020-01-02,2025-12-31,41.27,50,Male,Married,18,4
724,Research & Development,Healthcare Representative,91500,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,46.31,38,Female,Single,10,9
725,Research & Development,Manufacturing Director,88944,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,45.01,27,Female,Married,9,9
727,Research & Development,Research Director,133908,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,67.77,32,Female,Single,10,7
728,Sales,Sales Executive,59520,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,30.12,47,Male,Single,20,7
729,Sales,Sales Executive,125700,Yes,ACTIVE,FULL_TIME,1.0,2006-01-05,,63.61,40,Male,Married,20,18
730,Research & Development,Research Director,177768,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,89.96,53,Male,Married,32,5
731,Human Resources,Manager,229692,No,ACTIVE,FULL_TIME,1.0,2003-01-06,,116.24,41,Male,Divorced,23,21
732,Sales,Sales Executive,64860,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,32.82,60,Male,Single,10,2
733,Research & Development,Manufacturing Director,105516,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,53.4,27,Male,Divorced,9,9
734,Human Resources,Manager,230268,No,ACTIVE,FULL_TIME,1.0,2002-01-06,,116.53,41,Male,Married,22,22
738,Sales,Sales Representative,46500,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,23.53,50,Male,Married,4,2
741,Research & Development,Research Scientist,26592,Yes,TERMINATED,FULL_TIME,1.0,2017-01-02,2025-12-31,13.46,28,Female,Single,10,7
742,Research & Development,Research Director,140556,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,71.13,36,Female,Married,10,8
743,Research & Development,Manufacturing Director,94332,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,47.74,38,Female,Single,10,1
744,Research & Development,Laboratory Technician,44496,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,22.52,44,Male,Single,9,5
746,Sales,Sales Executive,165240,Yes,ACTIVE,FULL_TIME,1.0,2002-01-06,,83.62,47,Female,Divorced,28,22
747,Sales,Sales Executive,63648,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,32.21,30,Male,Divorced,10,8
749,Sales,Sales Representative,31704,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,16.04,29,Male,Single,1,1
752,Research & Development,Research Scientist,33108,Yes,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,16.76,42,Male,Divorced,7,2
754,Sales,Sales Executive,81648,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,41.32,43,Male,Married,7,2
757,Research & Development,Healthcare Representative,73704,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,37.3,34,Female,Single,10,5
758,Research & Development,Laboratory Technician,30000,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,15.18,23,Male,Married,5,4
760,Human Resources,Human Resources,76668,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,38.8,39,Female,Married,12,8
762,Research & Development,Healthcare Representative,133236,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,67.43,56,Male,Married,30,10
763,Research & Development,Research Scientist,28104,Yes,ACTIVE,FULL_TIME,1.0,2020-01-02,,14.22,40,Female,Single,5,4
764,Research & Development,Healthcare Representative,81732,No,ACTIVE,FULL_TIME,1.0,2017-01-02,,41.36,27,Female,Single,9,7
766,Sales,Sales Representative,27564,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,13.95,29,Male,Divorced,2,2
769,Research & Development,Laboratory Technician,29400,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,14.88,53,Male,Single,19,2
771,Research & Development,Healthcare Representative,61116,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,30.93,35,Female,Divorced,16,1
772,Research & Development,Laboratory Technician,63708,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,32.24,32,Male,Married,10,10
773,Research & Development,Research Scientist,36684,Yes,ACTIVE,FULL_TIME,1.0,2023-01-01,,18.56,38,Male,Married,6,1
775,Research & Development,Manufacturing Director,61452,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,31.1,34,Female,Divorced,7,0
776,Sales,Manager,202272,No,ACTIVE,FULL_TIME,1.0,1990-01-09,,102.36,52,Male,Married,34,34
780,Research & Development,Research Scientist,32232,Yes,TERMINATED,FULL_TIME,1.0,2014-01-03,2025-12-31,16.31,33,Male,Single,10,10
781,Sales,Sales Executive,74160,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,37.53,25,Female,Single,6,6
783,Sales,Sales Representative,79584,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,40.28,45,Male,Single,9,8
784,Research & Development,Research Scientist,42060,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,21.29,23,Male,Single,2,2
785,Sales,Sales Executive,76764,Yes,TERMINATED,FULL_TIME,1.0,2019-01-02,2025-12-31,38.85,47,Female,Single,8,5
786,Sales,Sales Executive,75288,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,38.1,34,Male,Single,6,6
787,Research & Development,Manager,238308,Yes,TERMINATED,FULL_TIME,1.0,2019-01-02,2025-12-31,120.6,55,Male,Married,24,5
789,Sales,Sales Executive,91044,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,46.07,36,Male,Single,10,10
791,Research & Development,Research Scientist,51096,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,25.86,52,Male,Married,5,4
792,Research & Development,Laboratory Technician,52368,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,26.5,26,Female,Divorced,5,2
793,Research & Development,Healthcare Representative,52020,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,26.33,29,Female,Married,11,8
796,Sales,Sales Executive,63912,No,TERMINATED,FULL_TIME,1.0,2020-01-02,2025-12-31,32.34,26,Male,Single,6,4
797,Research & Development,Research Scientist,39360,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,19.92,34,Female,Single,10,4
799,Research & Development,Manufacturing Director,65820,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,33.31,54,Female,Divorced,9,5
800,Sales,Sales Executive,52104,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,26.37,27,Male,Married,5,4
802,Research & Development,Research Scientist,33384,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,16.89,37,Female,Divorced,6,5
803,Research & Development,Manufacturing Director,71760,Yes,ACTIVE,FULL_TIME,1.0,2009-01-04,,36.32,38,Female,Single,17,15
804,Research & Development,Research Scientist,52572,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,26.61,34,Female,Single,6,6
805,Sales,Sales Representative,30864,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,15.62,35,Female,Married,3,3
806,Research & Development,Laboratory Technician,45996,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,23.28,30,Male,Married,7,2
807,Research & Development,Healthcare Representative,50928,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,25.77,40,Female,Married,8,8
808,Sales,Sales Executive,78000,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,39.47,34,Female,Married,6,3
809,Research & Development,Manager,221160,No,ACTIVE,FULL_TIME,1.0,2000-01-07,,111.92,42,Male,Divorced,24,24
811,Research & Development,Laboratory Technician,19212,Yes,TERMINATED,FULL_TIME,1.0,2024-01-01,2025-12-31,9.72,23,Male,Married,1,0
812,Research & Development,Laboratory Technician,32328,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,16.36,24,Male,Divorced,1,1
813,Research & Development,Laboratory Technician,37788,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,19.12,52,Female,Married,9,5
815,Research & Development,Research Director,211668,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,107.12,50,Male,Married,30,4
816,Research & Development,Laboratory Technician,27828,Yes,TERMINATED,FULL_TIME,1.0,2023-01-01,2025-12-31,14.08,29,Female,Married,1,1
817,Research & Development,Research Director,140292,No,ACTIVE,FULL_TIME,1.0,2011-01-04,,71.0,33,Male,Married,14,13
819,Sales,Sales Executive,63888,No,TERMINATED,FULL_TIME,1.0,2021-01-01,2025-12-31,32.33,33,Female,Single,6,3
820,Research & Development,Manager,201024,Yes,ACTIVE,FULL_TIME,1.0,1998-01-07,,101.73,47,Female,Married,26,26
823,Research & Development,Manufacturing Director,62736,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,31.75,36,Female,Married,10,9
824,Research & Development,Research Scientist,32400,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,16.4,29,Male,Married,10,10
825,Research & Development,Research Director,230952,Yes,TERMINATED,FULL_TIME,1.0,1993-01-08,2025-12-31,116.88,58,Male,Single,40,31
826,Research & Development,Research Scientist,30072,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,15.22,35,Female,Single,7,2
827,Research & Development,Manufacturing Director,72744,Yes,ACTIVE,FULL_TIME,1.0,2020-01-02,,36.81,42,Female,Married,8,4
828,Research & Development,Research Scientist,52584,No,TERMINATED,FULL_TIME,1.0,2022-01-01,2025-12-31,26.61,28,Male,Single,5,2
829,Human Resources,Human Resources,25716,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,13.01,36,Male,Married,8,5
830,Research & Development,Manufacturing Director,73944,No,ACTIVE,FULL_TIME,1.0,2010-01-04,,37.42,32,Female,Married,14,14
832,Research & Development,Laboratory Technician,61128,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,30.94,40,Male,Single,10,1
833,Research & Development,Manufacturing Director,82524,Yes,ACTIVE,FULL_TIME,1.0,2024-01-01,,41.76,30,Female,Single,12,0
834,Research & Development,Research Scientist,27288,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,13.81,45,Female,Single,1,1
836,Research & Development,Manufacturing Director,53208,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,26.93,42,Male,Married,10,9
837,Research & Development,Healthcare Representative,75456,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,38.19,38,Male,Divorced,13,4
838,Research & Development,Research Scientist,30636,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,15.5,34,Female,Single,6,5
840,Sales,Sales Executive,91848,No,TERMINATED,FULL_TIME,1.0,2015-01-03,2025-12-31,46.48,49,Female,Married,9,9
842,Sales,Sales Executive,61920,No,TERMINATED,FULL_TIME,1.0,2015-01-03,2025-12-31,31.34,55,Male,Single,12,9
843,Research & Development,Research Director,205908,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,104.2,43,Male,Married,22,4
844,Research & Development,Research Director,153696,Yes,ACTIVE,FULL_TIME,1.0,2015-01-03,,77.78,27,Male,Divorced,9,9
845,Research & Development,Manufacturing Director,122652,No,ACTIVE,FULL_TIME,1.0,2016-01-03,,62.07,35,Male,Single,17,8
846,Sales,Sales Executive,57348,Yes,ACTIVE,FULL_TIME,1.0,2016-01-03,,29.02,28,Female,Married,8,8
847,Human Resources,Human Resources,44844,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,22.69,34,Male,Married,4,3
848,Research & Development,Research Scientist,28392,Yes,TERMINATED,FULL_TIME,1.0,2016-01-03,2025-12-31,14.37,26,Female,Married,8,8
850,Research & Development,Research Scientist,20472,No,ACTIVE,FULL_TIME,1.0,2024-01-01,,10.36,27,Male,Married,0,0
851,Sales,Manager,195684,No,ACTIVE,FULL_TIME,1.0,2004-01-06,,99.03,51,Female,Married,29,20
852,Research & Development,Healthcare Representative,71196,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,36.03,44,Male,Single,10,5
854,Research & Development,Research Scientist,41088,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,20.79,25,Male,Single,6,4
855,Sales,Sales Executive,48444,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,24.52,33,Male,Divorced,9,9
856,Research & Development,Research Scientist,30708,No,ACTIVE,FULL_TIME,1.0,2018-01-02,,15.54,35,Female,Single,6,6
857,Sales,Sales Executive,74412,Yes,ACTIVE,FULL_TIME,1.0,2006-01-05,,37.66,36,Male,Married,18,18
859,Sales,Sales Executive,52836,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,26.74,32,Male,Divorced,8,5
861,Research & Development,Research Scientist,45132,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,22.84,30,Male,Divorced,10,5
862,Sales,Sales Executive,131208,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,66.4,53,Female,Married,35,5
864,Sales,Sales Executive,129132,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,65.35,45,Male,Divorced,18,5
865,Research & Development,Research Scientist,62100,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,31.43,32,Female,Married,9,5
867,Research & Development,Manufacturing Director,165912,No,ACTIVE,FULL_TIME,1.0,2015-01-03,,83.96,52,Female,Married,31,9
868,Sales,Sales Executive,76008,No,ACTIVE,FULL_TIME,1.0,2023-01-01,,38.47,37,Male,Divorced,9,1
869,Human Resources,Human Resources,59232,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,29.98,28,Male,Divorced,6,5
872,Research & Development,Manufacturing Director,57300,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,29.0,22,Male,Married,4,2
874,Research & Development,Laboratory Technician,33816,Yes,ACTIVE,FULL_TIME,1.0,2021-01-01,,17.11,44,Male,Married,10,3
875,Research & Development,Research Scientist,30180,Yes,ACTIVE,FULL_TIME,1.0,2022-01-01,,15.27,42,Male,Single,8,2
878,Human Resources,Human Resources,28104,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,14.22,36,Male,Married,6,5
879,Sales,Sales Executive,50328,Yes,ACTIVE,FULL_TIME,1.0,2019-01-02,,25.47,25,Male,Married,5,5
880,Research & Development,Manufacturing Director,128220,Yes,ACTIVE,FULL_TIME,1.0,2007-01-05,,64.89,35,Female,Married,17,17
881,Research & Development,Research Scientist,24264,Yes,TERMINATED,FULL_TIME,1.0,2014-01-03,2025-12-31,12.28,35,Female,Divorced,10,10
882,Research & Development,Laboratory Technician,27768,No,ACTIVE,FULL_TIME,1.0,2021-01-01,,14.05,32,Male,Divorced,4,3
885,Sales,Sales Executive,51072,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,25.85,25,Male,Married,5,5
887,Research & Development,Research Scientist,42960,No,ACTIVE,FULL_TIME,1.0,2020-01-02,,21.74,49,Female,Married,7,4
888,Research & Development,Laboratory Technician,37944,No,ACTIVE,FULL_TIME,1.0,2019-01-02,,19.2,24,Male,Married,6,5
889,Sales,Sales Executive,78288,No,ACTIVE,FULL_TIME,1.0,2014-01-03,,39.62,32,Male,Married,10,10
893,Sales,Sales Representative,34788,No,ACTIVE,FULL_TIME,1.0,2022-01-01,,17.61,38,Male,Married,3,2
