employee_id,pay_date,pay_period_start,pay_period_end,earning_code,earning_description,is_final_pay,units,rate,amount,gross_earnings
720,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.8,2112.46,2112.46
721,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.65,2101.38,2101.38
722,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,32.77,2490.46,2490.46
723,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,41.27,3136.62,3136.62
724,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,46.31,3519.23,3519.23
725,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,45.01,3420.92,3420.92
727,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,67.77,5150.31,5150.31
728,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,30.12,2289.23,2289.23
729,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,63.61,4834.62,4834.62
730,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,89.96,6837.23,6837.23
731,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,116.24,8834.31,8834.31
732,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,32.82,2494.62,2494.62
733,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,53.4,4058.31,4058.31
734,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,116.53,8856.46,8856.46
738,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,23.53,1788.46,1788.46
741,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.46,1022.77,1022.77
742,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,71.13,5406.0,5406.0
743,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,47.74,3628.15,3628.15
744,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.52,1711.38,1711.38
746,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,83.62,6355.38,6355.38
747,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,32.21,2448.0,2448.0
749,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.04,1219.38,1219.38
752,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.76,1273.38,1273.38
754,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,41.32,3140.31,3140.31
757,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,37.3,2834.77,2834.77
758,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.18,1153.85,1153.85
760,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.8,2948.77,2948.77
762,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,67.43,5124.46,5124.46
763,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.22,1080.92,1080.92
764,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,41.36,3143.54,3143.54
766,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.95,1060.15,1060.15
769,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.88,1130.77,1130.77
771,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,30.93,2350.62,2350.62
772,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,32.24,2450.31,2450.31
773,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,18.56,1410.92,1410.92
775,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.1,2363.54,2363.54
776,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,102.36,7779.69,7779.69
780,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.31,1239.69,1239.69
781,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,37.53,2852.31,2852.31
783,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,40.28,3060.92,3060.92
784,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,21.29,1617.69,1617.69
785,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.85,2952.46,2952.46
786,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.1,2895.69,2895.69
787,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,120.6,9165.69,9165.69
789,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,46.07,3501.69,3501.69
791,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.86,1965.23,1965.23
792,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.5,2014.15,2014.15
793,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.33,2000.77,2000.77
796,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,32.34,2458.15,2458.15
797,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,19.92,1513.85,1513.85
799,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,33.31,2531.54,2531.54
800,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.37,2004.0,2004.0
802,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.89,1284.0,1284.0
803,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,36.32,2760.0,2760.0
804,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.61,2022.0,2022.0
805,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.62,1187.08,1187.08
806,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,23.28,1769.08,1769.08
807,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.77,1958.77,1958.77
808,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,39.47,3000.0,3000.0
809,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,111.92,8506.15,8506.15
811,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,9.72,738.92,738.92
812,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.36,1243.38,1243.38
813,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,19.12,1453.38,1453.38
815,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,107.12,8141.08,8141.08
816,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.08,1070.31,1070.31
817,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,71.0,5395.85,5395.85
819,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,32.33,2457.23,2457.23
820,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,101.73,7731.69,7731.69
823,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.75,2412.92,2412.92
824,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.4,1246.15,1246.15
825,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,116.88,8882.77,8882.77
826,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.22,1156.62,1156.62
827,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,36.81,2797.85,2797.85
828,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.61,2022.46,2022.46
829,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.01,989.08,989.08
830,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,37.42,2844.0,2844.0
832,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,30.94,2351.08,2351.08
833,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,41.76,3174.0,3174.0
834,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.81,1049.54,1049.54
836,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.93,2046.46,2046.46
837,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.19,2902.15,2902.15
838,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.5,1178.31,1178.31
840,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,46.48,3532.62,3532.62
842,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.34,2381.54,2381.54
843,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,104.2,7919.54,7919.54
844,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,77.78,5911.38,5911.38
845,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,62.07,4717.38,4717.38
846,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.02,2205.69,2205.69
847,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.69,1724.77,1724.77
848,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.37,1092.0,1092.0
850,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,10.36,787.38,787.38
851,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,99.03,7526.31,7526.31
852,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,36.03,2738.31,2738.31
854,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,20.79,1580.31,1580.31
855,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.52,1863.23,1863.23
856,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.54,1181.08,1181.08
857,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,37.66,2862.0,2862.0
859,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.74,2032.15,2032.15
861,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.84,1735.85,1735.85
862,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,66.4,5046.46,5046.46
864,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,65.35,4966.62,4966.62
865,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.43,2388.46,2388.46
867,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,83.96,6381.23,6381.23
868,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.47,2923.38,2923.38
869,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.98,2278.15,2278.15
872,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.0,2203.85,2203.85
874,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.11,1300.62,1300.62
875,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.27,1160.77,1160.77
878,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.22,1080.92,1080.92
879,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.47,1935.69,1935.69
880,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,64.89,4931.54,4931.54
881,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.28,933.23,933.23
882,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.05,1068.0,1068.0
885,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.85,1964.31,1964.31
887,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,21.74,1652.31,1652.31
888,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,19.2,1459.38,1459.38
889,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,39.62,3011.08,3011.08
893,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.61,1338.0,1338.0
894,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.77,2414.31,2414.31
895,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.31,1087.38,1087.38
896,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.0,1292.31,1292.31
897,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,71.88,5462.77,5462.77
899,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,66.21,5032.15,5032.15
900,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,18.05,1372.15,1372.15
901,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,86.69,6588.46,6588.46
902,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,33.78,2567.08,2567.08
903,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.55,2094.0,2094.0
904,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,46.41,3527.08,3527.08
905,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,108.85,8272.62,8272.62
909,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,31.6,2401.85,2401.85
910,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.83,1050.92,1050.92
911,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.97,1290.0,1290.0
912,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.38,1168.62,1168.62
913,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.54,1181.08,1181.08
916,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.81,2265.23,2265.23
918,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.45,1098.46,1098.46
920,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.94,2199.23,2199.23
922,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.41,943.38,943.38
923,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.35,1242.92,1242.92
924,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,40.0,3039.69,3039.69
925,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,20.0,1520.31,1520.31
926,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.33,1925.08,1925.08
927,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.87,1282.15,1282.15
930,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.44,1097.08,1097.08
932,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.6,1109.54,1109.54
933,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.08,1069.85,1069.85
934,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.19,926.77,926.77
936,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,37.92,2881.85,2881.85
939,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.0,1291.85,1291.85
940,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,64.08,4870.15,4870.15
941,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.14,1074.92,1074.92
942,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.38,1852.62,1852.62
944,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,44.96,3416.77,3416.77
945,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.72,1042.62,1042.62
947,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,42.1,3199.38,3199.38
949,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.41,2159.08,2159.08
950,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,82.48,6268.62,6268.62
951,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.16,1076.31,1076.31
952,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.65,1113.69,1113.69
954,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,58.94,4479.23,4479.23
956,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.08,1981.85,1981.85
957,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.67,2178.92,2178.92
958,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.3,1162.62,1162.62
959,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.88,978.92,978.92
960,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,18.05,1372.15,1372.15
961,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,35.56,2702.31,2702.31
964,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,21.97,1669.38,1669.38
966,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,40.84,3103.85,3103.85
967,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,62.7,4765.38,4765.38
969,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,42.2,3207.23,3207.23
970,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,64.43,4896.46,4896.46
972,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.01,2052.46,2052.46
974,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.1,995.54,995.54
975,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,27.94,2123.54,2123.54
976,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,103.84,7891.85,7891.85
977,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.05,1144.15,1144.15
981,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,90.19,6854.77,6854.77
982,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,44.11,3352.62,3352.62
983,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,34.41,2615.08,2615.08
984,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,47.51,3610.62,3610.62
985,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,47.85,3636.92,3636.92
986,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,80.13,6089.54,6089.54
987,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,30.77,2338.62,2338.62
990,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,30.84,2344.15,2344.15
991,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.1,1071.23,1071.23
992,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,105.94,8051.08,8051.08
994,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.6,1109.54,1109.54
995,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,20.96,1593.23,1593.23
996,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.79,1047.69,1047.69
997,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,105.66,8030.31,8030.31
998,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,33.33,2532.92,2532.92
999,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,117.93,8962.62,8962.62
1001,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.07,1297.38,1297.38
1002,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.06,1676.77,1676.77
1003,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.28,1921.38,1921.38
1004,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.95,984.0,984.0
1005,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,84.86,6449.08,6449.08
1006,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.3,1238.77,1238.77
1007,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,65.86,5005.38,5005.38
1009,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,26.58,2020.15,2020.15
1010,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,22.73,1727.54,1727.54
1011,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.19,1914.46,1914.46
1012,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,6.38,485.08,485.08
1013,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,65.22,4956.46,4956.46
1014,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,63.09,4794.46,4794.46
1015,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,69.33,5268.92,5268.92
1016,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,15.79,1200.0,1200.0
1017,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.71,1117.85,1117.85
1018,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,33.23,2525.54,2525.54
1019,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.88,1131.23,1131.23
1022,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.75,1956.92,1956.92
1024,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,66.8,5076.46,5076.46
1025,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,30.38,2309.08,2309.08
1026,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,77.38,5880.92,5880.92
1027,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,25.67,1950.92,1950.92
1028,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,23.79,1807.85,1807.85
1029,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,111.15,8447.54,8447.54
1030,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.45,1098.46,1098.46
1032,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,83.36,6335.08,6335.08
1033,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.01,2204.77,2204.77
1034,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.78,2946.92,2946.92
1035,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,121.29,9218.31,9218.31
1036,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,41.67,3166.62,3166.62
1037,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,30.18,2293.38,2293.38
1038,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,120.52,9159.23,9159.23
1039,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,80.89,6147.69,6147.69
1040,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,38.54,2929.38,2929.38
1042,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,16.66,1266.0,1266.0
1043,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,66.07,5021.54,5021.54
1044,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.22,1080.92,1080.92
1045,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,107.19,8146.15,8146.15
1046,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.44,1857.69,1857.69
1047,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,59.06,4488.46,4488.46
1048,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,72.29,5494.15,5494.15
1049,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.22,1004.77,1004.77
1050,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,45.7,3473.08,3473.08
1052,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,29.36,2231.08,2231.08
1053,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.4,942.46,942.46
1055,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,13.48,1024.62,1024.62
1056,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,6.39,485.54,485.54
1060,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.13,1302.0,1302.0
1061,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,116.82,8878.62,8878.62
1062,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.94,1895.54,1895.54
1066,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,50.99,3875.08,3875.08
1068,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,12.19,926.31,926.31
1069,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,119.19,9058.62,9058.62
1070,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,64.89,4932.0,4932.0
1071,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,17.87,1357.85,1357.85
1073,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,53.79,4088.31,4088.31
1074,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,101.76,7733.54,7733.54
1076,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,65.57,4983.69,4983.69
1077,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.11,1072.15,1072.15
1079,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,8.6,653.54,653.54
1080,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.03,2130.0,2130.0
1081,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,14.95,1135.85,1135.85
1082,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,52.97,4025.54,4025.54
1083,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,24.02,1825.38,1825.38
1084,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,60.47,4595.54,4595.54
1085,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,20.5,1558.15,1558.15
1088,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,53.58,4072.15,4072.15
1092,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,62.68,4764.0,4764.0
1094,2026-03-15,2026-03-02,2026-03-15,BASE,Base Pay,N,76.0,28.06,2132.77,2132.77
